Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
123,tt0081184,2020-04-23,2020-04-23,,"Motel Hell","Motel Hell",https://www.imdb.com/title/tt0081184/,Movie,6.0,101,1980,"Comedy, Horror, Thriller",14081,1980-10-24,"Kevin Connor",,
124,tt0088249,2020-04-23,2020-04-23,,"Terror in the Aisles","Terror in the Aisles",https://www.imdb.com/title/tt0088249/,Movie,6.3,84,1984,"Documentary, Drama, Horror, Mystery, Sci-Fi, Thriller",2378,1984-10-26,"Andrew J. Kuehn",,
125,tt0082449,2020-04-23,2020-04-23,,"Ghost Story","Ghost Story",https://www.imdb.com/title/tt0082449/,Movie,6.3,110,1981,"Drama, Horror, Thriller",10272,1981-12-18,"John Irvin",,
126,tt0085636,2020-04-23,2020-04-23,,"Halloween III: Season of the Witch","Halloween III: Season of the Witch",https://www.imdb.com/title/tt0085636/,Movie,5.2,98,1982,"Horror, Mystery, Sci-Fi, Thriller",63513,1982-10-22,"Tommy Lee Wallace",,
127,tt0085701,2020-04-23,2020-04-23,,"The Hunger","The Hunger",https://www.imdb.com/title/tt0085701/,Movie,6.6,97,1983,"Drama, Horror",29871,1983-04-29,"Tony Scott",,
128,tt0085382,2020-04-23,2020-04-23,,"Cujo","Cujo",https://www.imdb.com/title/tt0085382/,Movie,6.1,93,1983,"Horror, Thriller",52394,1983-08-12,"Lewis Teague",,
129,tt0086320,2020-04-24,2020-04-24,,"Sleepaway Camp","Sleepaway Camp",https://www.imdb.com/title/tt0086320/,Movie,6.2,84,1983,"Horror",40039,1983-11-18,"Robert Hiltzik",,
130,tt0095925,2020-04-24,2020-04-24,,"Pumpkinhead","Pumpkinhead",https://www.imdb.com/title/tt0095925/,Movie,6.2,86,1988,"Fantasy, Horror",29170,1989-01-13,"Stan Winston",,
131,tt0085271,2020-04-27,2020-04-27,,"Brainstorm","Brainstorm",https://www.imdb.com/title/tt0085271/,Movie,6.4,106,1983,"Sci-Fi, Thriller",13460,1983-09-30,"Douglas Trumbull",,
132,tt0082677,2020-04-27,2020-04-27,,"Looker","Looker",https://www.imdb.com/title/tt0082677/,Movie,6.1,93,1981,"Drama, Sci-Fi, Thriller",6391,1981-10-30,"Michael Crichton",,
133,tt0085852,2020-04-27,2020-04-27,,"Liquid Sky","Liquid Sky",https://www.imdb.com/title/tt0085852/,Movie,6.0,112,1982,"Sci-Fi, Thriller",7108,1983-04-15,"Slava Tsukerman",,
134,tt0080421,2020-04-27,2020-04-27,,"Battle Beyond the Stars","Battle Beyond the Stars",https://www.imdb.com/title/tt0080421/,Movie,5.5,104,1980,"Action, Adventure, Sci-Fi",10578,1980-09-08,"Jimmy T. Murakami, Roger Corman",,
135,tt0105602,2020-04-27,2020-04-27,,"Tito and Me","Tito i ja",https://www.imdb.com/title/tt0105602/,Movie,7.9,104,1992,"Comedy, Drama, Romance",6240,1992-03-02,"Goran Markovic",,
136,tt6905686,2020-05-05,2020-05-05,,"Lovecraft Country","Lovecraft Country",https://www.imdb.com/title/tt6905686/,TV Series,7.1,60,2020,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",48387,2020-08-16,,,
137,tt0050825,2020-05-07,2020-05-07,,"Paths of Glory","Paths of Glory",https://www.imdb.com/title/tt0050825/,Movie,8.4,88,1957,"Drama, War",219921,1957-12-25,"Stanley Kubrick",,
138,tt9619798,2020-05-17,2020-05-17,,"The Wrong Missy","The Wrong Missy",https://www.imdb.com/title/tt9619798/,Movie,5.8,90,2020,"Comedy, Romance",47022,2020-05-13,"Tyler Spindel",,
139,tt7464188,2020-05-18,2020-05-18,,"In Fabric","In Fabric",https://www.imdb.com/title/tt7464188/,Movie,6.2,118,2018,"Comedy, Drama, Fantasy, Horror, Mystery, Thriller",14525,2019-12-06,"Peter Strickland",,
140,tt5290382,2020-05-24,2020-05-24,,"Mindhunter","Mindhunter",https://www.imdb.com/title/tt5290382/,TV Series,8.6,60,2017,"Crime, Drama, Mystery, Thriller",353778,2017-10-13,,,
141,tt5114356,2020-05-24,2020-05-24,,"Legion","Legion",https://www.imdb.com/title/tt5114356/,TV Series,8.1,,2017,"Action, Drama, Sci-Fi, Thriller",99257,2017-02-08,,,
142,tt8079248,2020-05-24,2020-05-24,,"Yesterday","Yesterday",https://www.imdb.com/title/tt8079248/,Movie,6.8,116,2019,"Comedy, Fantasy, Music, Romance",172980,2019-06-28,"Danny Boyle",,
143,tt6412452,2020-05-24,2020-05-24,,"The Ballad of Buster Scruggs","The Ballad of Buster Scruggs",https://www.imdb.com/title/tt6412452/,Movie,7.2,133,2018,"Comedy, Drama, Musical, Mystery, Romance, Western",172668,2018-11-09,"Ethan Coen, Joel Coen",,
144,tt6241872,2020-05-25,2020-05-25,,"Ruben Brandt, Collector","Ruben Brandt, a gyujto",https://www.imdb.com/title/tt6241872/,Movie,7.4,96,2018,"Animation, Action, Crime, Drama, Thriller",8377,2019-02-15,"Milorad Krstic",,
145,tt7658158,2020-05-25,2020-05-25,,"We Need to Talk About A.I.","We Need to Talk About A.I.",https://www.imdb.com/title/tt7658158/,Movie,6.5,86,2020,"Documentary, Sci-Fi",391,2020-05-18,"Leanne Pooley",,
146,tt0066495,2020-05-27,2020-05-27,,"The Twelve Chairs","The Twelve Chairs",https://www.imdb.com/title/tt0066495/,Movie,6.4,94,1970,"Comedy, Drama",7269,1970-10-28,"Mel Brooks",,
147,tt1079959,2020-06-01,2020-06-01,,"The Color of Magic","The Colour of Magic",https://www.imdb.com/title/tt1079959/,TV Mini Series,6.9,191,2008,"Adventure, Comedy, Fantasy",10804,2008-03-23,,,
148,tt0856288,2020-06-04,2020-06-04,,"Inside","À l'intérieur",https://www.imdb.com/title/tt0856288/,Movie,6.7,82,2007,"Horror",45903,2007-06-13,"Alexandre Bustillo, Julien Maury",,
149,tt3609352,2020-06-08,2020-06-08,,"Grace and Frankie","Grace and Frankie",https://www.imdb.com/title/tt3609352/,TV Series,8.2,30,2015,"Comedy",58478,2015-05-08,,,
150,tt10314462,2020-06-08,2020-06-08,,"Zoey's Extraordinary Playlist","Zoey's Extraordinary Playlist",https://www.imdb.com/title/tt10314462/,TV Series,8.1,60,2020,"Comedy, Drama, Musical",18268,2020-01-07,,,
151,tt0196229,2020-06-12,2020-06-12,,"Zoolander","Zoolander",https://www.imdb.com/title/tt0196229/,Movie,6.5,90,2001,"Comedy",300088,2001-09-28,"Ben Stiller",,
152,tt0056801,2020-06-13,2020-06-13,,"8½","8½",https://www.imdb.com/title/tt0056801/,Movie,8.0,138,1963,"Drama",127346,1963-06-24,"Federico Fellini",,
153,tt7826376,2020-06-14,2020-06-14,,"Upload","Upload",https://www.imdb.com/title/tt7826376/,TV Series,7.8,30,2020,"Comedy, Mystery, Sci-Fi",82367,2020-05-01,,,
154,tt4695012,2020-06-19,2020-06-19,,"It Comes at Night","It Comes at Night",https://www.imdb.com/title/tt4695012/,Movie,6.1,91,2017,"Drama, Horror, Mystery, Sci-Fi, Thriller",106243,2017-06-09,"Trey Edward Shults",,
155,tt0708691,2020-06-24,2020-06-24,,"Star Trek: The Next Generation: Conspiracy","Star Trek: The Next Generation: Conspiracy",https://www.imdb.com/title/tt0708691/,TV Episode,8.1,46,1988,"Action, Adventure, Drama, Sci-Fi",4488,1988-05-07,"Cliff Bole",,
156,tt0499260,2020-06-30,2020-06-30,,"Sybil","Sybil",https://www.imdb.com/title/tt0499260/,TV Movie,6.9,89,2007,"Biography, Drama",1798,2008-06-07,"Joseph Sargent",,
157,tt0131658,2020-06-30,2020-06-30,,"Zapruder Film of Kennedy Assassination","Zapruder Film of Kennedy Assassination",https://www.imdb.com/title/tt0131658/,Short,7.8,1,1970,"Documentary, Short, Crime, History",2363,1970,"Abraham Zapruder",,
158,tt0427312,2020-06-30,2020-06-30,,"Grizzly Man","Grizzly Man",https://www.imdb.com/title/tt0427312/,Movie,7.8,103,2005,"Documentary, Biography",63432,2005-09-30,"Werner Herzog",,
159,tt0035015,2020-07-20,2020-07-20,,"The Magnificent Ambersons","The Magnificent Ambersons",https://www.imdb.com/title/tt0035015/,Movie,7.6,88,1942,"Drama, Romance",27328,1942-07-10,"Orson Welles, Fred Fleck, Robert Wise",,
160,tt0075612,2020-07-20,2020-07-20,,"3 Women","3 Women",https://www.imdb.com/title/tt0075612/,Movie,7.7,124,1977,"Drama, Mystery, Thriller",18052,1977-04-29,"Robert Altman",,
161,tt0091149,2020-07-25,2020-07-25,,"The Great Mouse Detective","The Great Mouse Detective",https://www.imdb.com/title/tt0091149/,Movie,7.1,74,1986,"Animation, Adventure, Family, Musical, Mystery",55718,1986-07-02,"Ron Clements, Burny Mattinson, Dave Michener, John Musker",,
162,tt0084237,2020-07-25,2020-07-25,,"The Last Unicorn","The Last Unicorn",https://www.imdb.com/title/tt0084237/,Movie,7.3,92,1982,"Animation, Adventure, Drama, Family, Fantasy",30505,1982-11-19,"Jules Bass, Arthur Rankin Jr.",,
163,tt1821641,2020-08-09,2020-08-09,,"The Congress","The Congress",https://www.imdb.com/title/tt1821641/,Movie,6.4,122,2013,"Animation, Drama, Sci-Fi",20130,2014-07-24,"Ari Folman",,
164,tt7520672,2020-08-12,2020-08-12,,"Call for Dreams","Call for Dreams",https://www.imdb.com/title/tt7520672/,Movie,5.9,83,2018,"Crime, Drama, Mystery, Thriller",299,2018-09-28,"Ran Slavin",,
165,tt0115270,2020-08-14,2020-08-14,,"Millennium","Millennium",https://www.imdb.com/title/tt0115270/,TV Series,8.0,45,1996,"Crime, Drama, Horror, Mystery, Sci-Fi, Thriller",12604,1996-10-25,,,
166,tt0090196,2020-08-19,2020-08-19,,"Transylvania 6-5000","Transylvania 6-5000",https://www.imdb.com/title/tt0090196/,Movie,5.0,93,1985,"Comedy, Fantasy, Horror",8746,1985-11-08,"Rudy De Luca",,
167,tt0100101,2020-08-19,2020-08-19,,"A Man Called... Rainbo","A Man Called... Rainbo",https://www.imdb.com/title/tt0100101/,Movie,4.6,99,1990,"Comedy",212,1990-04-09,"David Casci, Robert Allen Schnitzer",,
168,tt0089222,2020-08-19,2020-08-19,,"Gotcha!","Gotcha!",https://www.imdb.com/title/tt0089222/,Movie,6.2,101,1985,"Action, Comedy, Mystery, Romance",9660,1985-05-03,"Jeff Kanew",,
169,tt0118655,2020-08-19,2020-08-19,,"Austin Powers: International Man of Mystery","Austin Powers: International Man of Mystery",https://www.imdb.com/title/tt0118655/,Movie,7.0,89,1997,"Adventure, Comedy",262235,1997-05-02,"Jay Roach",,
170,tt0097531,2020-08-20,2020-08-20,,"How to Get Ahead in Advertising","How to Get Ahead in Advertising",https://www.imdb.com/title/tt0097531/,Movie,6.8,90,1989,"Comedy, Fantasy",6709,1989-07-28,"Bruce Robinson",,
171,tt2385074,2020-08-20,2020-08-20,,"Thanatomorphose","Thanatomorphose",https://www.imdb.com/title/tt2385074/,Movie,4.6,100,2012,"Horror",1967,2014-01-21,"Éric Falardeau",,
172,tt0053459,2020-08-20,2020-08-20,,"Eyes Without a Face","Les yeux sans visage",https://www.imdb.com/title/tt0053459/,Movie,7.6,90,1960,"Drama, Horror",36478,1962-10-24,"Georges Franju",,
173,tt0910812,2020-08-23,2020-08-23,,"Tin Man","Tin Man",https://www.imdb.com/title/tt0910812/,TV Mini Series,7.0,90,2007,"Adventure, Fantasy, Sci-Fi, Western",14764,2007-12-02,,,
174,tt0207275,2020-08-23,2020-08-23,,"The 10th Kingdom","The 10th Kingdom",https://www.imdb.com/title/tt0207275/,TV Mini Series,8.3,42,2000,"Adventure, Comedy, Family, Fantasy, Mystery, Romance",20730,2000-02-27,,,
175,tt3007572,2020-08-23,2020-08-23,,"Locke & Key","Locke & Key",https://www.imdb.com/title/tt3007572/,TV Series,7.3,48,2020,"Drama, Fantasy, Horror, Mystery, Thriller",100772,2020-02-07,,,
176,tt2548418,2020-08-23,2020-08-23,,"Jonathan Strange & Mr Norrell","Jonathan Strange & Mr Norrell",https://www.imdb.com/title/tt2548418/,TV Mini Series,8.0,60,2015,"Fantasy, War",14261,2015-06-13,,,
177,tt9086228,2020-08-23,2020-08-23,,"Gretel & Hansel","Gretel & Hansel",https://www.imdb.com/title/tt9086228/,Movie,5.5,87,2020,"Fantasy, Horror, Mystery, Thriller",35986,2020-01-31,"Osgood Perkins",,
178,tt0093075,2020-08-23,2020-08-23,,"The Gate","The Gate",https://www.imdb.com/title/tt0093075/,Movie,6.0,85,1987,"Fantasy, Horror",20457,1987-05-15,"Tibor Takács",,
179,tt0021331,2020-08-23,2020-08-23,,"The Blood of a Poet","Le sang d'un poète",https://www.imdb.com/title/tt0021331/,Movie,7.3,55,1932,"Fantasy",7565,2010-05-20,"Jean Cocteau",,
180,tt0041719,2020-08-23,2020-08-23,,"Orpheus","Orphée",https://www.imdb.com/title/tt0041719/,Movie,7.9,112,1950,"Drama, Fantasy, Romance",13720,1950-11-29,"Jean Cocteau",,
181,tt3416532,2020-08-23,2020-08-23,,"A Monster Calls","A Monster Calls",https://www.imdb.com/title/tt3416532/,Movie,7.4,108,2016,"Adventure, Drama, Family, Fantasy, Horror",95302,2017-01-06,"J.A. Bayona",,
182,tt0065224,2020-08-23,2020-08-23,,"Wonderwall","Wonderwall",https://www.imdb.com/title/tt0065224/,Movie,5.6,92,1968,"Drama",946,1969-01-12,"Joe Massot",,
183,tt0119167,2020-08-23,2020-08-23,,"Funny Games","Funny Games",https://www.imdb.com/title/tt0119167/,Movie,7.5,108,1997,"Crime, Drama, Thriller",87787,1998-03-11,"Michael Haneke",,
184,tt2596476,2020-08-23,2020-08-23,,"Hellmouth","Hellmouth",https://www.imdb.com/title/tt2596476/,Movie,5.2,87,2014,"Horror",534,2015-05-19,"John Geddes",,
185,tt0101889,2020-08-24,2020-08-24,,"The Fisher King","The Fisher King",https://www.imdb.com/title/tt0101889/,Movie,7.5,137,1991,"Comedy, Drama, Fantasy",92666,1991-09-27,"Terry Gilliam",,
186,tt0098061,2020-08-24,2020-08-24,,"Paperhouse","Paperhouse",https://www.imdb.com/title/tt0098061/,Movie,6.6,92,1988,"Drama, Fantasy",6405,1989-02-17,"Bernard Rose",,
187,tt4820370,2020-08-24,2020-08-24,,"Channel Zero","Channel Zero",https://www.imdb.com/title/tt4820370/,TV Series,7.2,44,2016,"Drama, Fantasy, Horror, Mystery, Thriller",12348,2016-10-11,,,
188,tt0166276,2020-08-24,2020-08-24,,"Monkeybone","Monkeybone",https://www.imdb.com/title/tt0166276/,Movie,4.8,93,2001,"Comedy, Fantasy",19482,2001-02-23,"Henry Selick",,
189,tt0164961,2020-08-24,2020-08-24,,"Vidocq","Vidocq",https://www.imdb.com/title/tt0164961/,Movie,6.4,98,2001,"Action, Crime, Fantasy, Mystery, Sci-Fi, Thriller",23350,2001-09-19,"Pitof",,
190,tt5278832,2020-09-01,2020-09-01,,"The Lure","Córki dancingu",https://www.imdb.com/title/tt5278832/,Movie,6.2,92,2015,"Drama, Fantasy, Horror, Musical, Thriller",10229,2015-12-25,"Agnieszka Smoczynska",,
191,tt0115243,2020-09-03,2020-09-03,,"Lexx","Lexx",https://www.imdb.com/title/tt0115243/,TV Series,7.3,90,1996,"Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",8871,1997-07-19,,,
192,tt0131190,2020-09-03,2020-09-03,,"Ulysse 31","Ulysse 31",https://www.imdb.com/title/tt0131190/,TV Series,8.0,,1981,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",2447,1986-09-13,,,
193,tt0112173,2020-09-03,2020-09-03,,"Space: Above and Beyond","Space: Above and Beyond",https://www.imdb.com/title/tt0112173/,TV Series,7.8,60,1995,"Action, Adventure, Drama, Mystery, Sci-Fi, Thriller",8831,1995-09-24,,,
194,tt0092402,2020-09-03,2020-09-03,,"Max Headroom","Max Headroom",https://www.imdb.com/title/tt0092402/,TV Series,7.4,60,1987,"Comedy, Sci-Fi",3124,1987-03-31,,,
195,tt3952222,2020-09-03,2020-09-03,,"Killjoys","Killjoys",https://www.imdb.com/title/tt3952222/,TV Series,7.2,42,2015,"Action, Adventure, Sci-Fi, Thriller",23884,2015-06-19,,,
196,tt0213327,2020-09-03,2020-09-03,,"Andromeda","Andromeda",https://www.imdb.com/title/tt0213327/,TV Series,6.6,43,2000,"Action, Adventure, Drama, Sci-Fi",15158,2000-10-02,,,
197,tt0080242,2020-09-03,2020-09-03,,"The Martian Chronicles","The Martian Chronicles",https://www.imdb.com/title/tt0080242/,TV Mini Series,6.5,98,1980,"Drama, Mystery, Sci-Fi",2587,1980-01-27,,,
198,tt0485301,2020-09-03,2020-09-03,,"Torchwood","Torchwood",https://www.imdb.com/title/tt0485301/,TV Series,7.7,50,2006,"Action, Drama, Mystery, Sci-Fi, Thriller",44154,2006-10-22,,,
199,tt0063962,2020-09-03,2020-09-03,,"UFO","UFO",https://www.imdb.com/title/tt0063962/,TV Series,7.9,45,1970,"Action, Sci-Fi",4292,1972-09-16,,,
200,tt0088613,2020-09-03,2020-09-03,,"Star Cops","Star Cops",https://www.imdb.com/title/tt0088613/,TV Series,7.3,55,1987,"Crime, Drama, Mystery, Sci-Fi",236,1987-07-06,,,
201,tt0058855,2020-09-03,2020-09-03,,"The Wild Wild West","The Wild Wild West",https://www.imdb.com/title/tt0058855/,TV Series,8.1,50,1965,"Action, Adventure, Western",6772,1965-09-17,,,
202,tt0108938,2020-09-03,2020-09-03,,"Space Precinct","Space Precinct",https://www.imdb.com/title/tt0108938/,TV Series,6.4,60,1994,"Crime, Drama, Sci-Fi",1052,1994-10-03,,,
203,tt0078682,2020-09-03,2020-09-03,,"Sapphire & Steel","Sapphire & Steel",https://www.imdb.com/title/tt0078682/,TV Series,7.8,30,1979,"Mystery, Sci-Fi, Thriller",1952,1979-07-10,,,
204,tt0069638,2020-09-03,2020-09-03,,"The Starlost","The Starlost",https://www.imdb.com/title/tt0069638/,TV Series,6.2,60,1973,"Sci-Fi",611,1973-09-22,,,
205,tt0123816,2020-09-03,2020-09-03,,"Earth: Final Conflict","Earth: Final Conflict",https://www.imdb.com/title/tt0123816/,TV Series,6.2,60,1997,"Action, Drama, Mystery, Sci-Fi",4928,1997-10-06,,,
206,tt0078692,2020-09-03,2020-09-03,,"Star Blazers","Space Battleship Yamato",https://www.imdb.com/title/tt0078692/,TV Series,8.4,22,1979,"Animation, Action, Adventure, Drama, Sci-Fi",1624,1979-09-17,,,
207,tt0078579,2020-09-03,2020-09-03,,"Buck Rogers in the 25th Century","Buck Rogers in the 25th Century",https://www.imdb.com/title/tt0078579/,TV Series,6.9,60,1979,"Action, Adventure, Sci-Fi",10687,1979-09-20,,,
208,tt0075527,2020-09-03,2020-09-03,,"Logan's Run","Logan's Run",https://www.imdb.com/title/tt0075527/,TV Series,7.1,60,1977,"Adventure, Sci-Fi",3129,1977-09-16,,,
209,tt1132290,2020-09-03,2020-09-03,,"Warehouse 13","Warehouse 13",https://www.imdb.com/title/tt1132290/,TV Series,7.6,43,2009,"Adventure, Drama, Mystery, Sci-Fi, Thriller",58711,2009-07-07,,,
210,tt2189221,2020-09-03,2020-09-03,,"Defiance","Defiance",https://www.imdb.com/title/tt2189221/,TV Series,7.0,43,2013,"Action, Drama, Sci-Fi",44956,2013-04-15,,,
211,tt0307741,2020-09-03,2020-09-03,,"X Bomber","Ekkusu bonbâ",https://www.imdb.com/title/tt0307741/,TV Series,7.9,30,1980,"Animation, Action, Adventure, Drama, Fantasy, Sci-Fi",371,1980-10-11,,,
212,tt0085099,2020-09-03,2020-09-03,,"Terrahawks","Terrahawks",https://www.imdb.com/title/tt0085099/,TV Series,7.1,23,1983,"Action, Adventure, Family, Sci-Fi",847,1983-10-08,,,
213,tt0077066,2020-09-03,2020-09-03,,"Quark","Quark",https://www.imdb.com/title/tt0077066/,TV Series,6.9,30,1977,"Comedy, Sci-Fi",827,1977-05-07,,,
214,tt0061289,2020-09-03,2020-09-03,,"Raumpatrouille - Die phantastischen Abenteuer des Raumschiffes Orion","Raumpatrouille - Die phantastischen Abenteuer des Raumschiffes Orion",https://www.imdb.com/title/tt0061289/,TV Series,8.0,60,1966,"Adventure, Sci-Fi",1112,1966-09-17,,,
215,tt0077065,2020-09-03,2020-09-03,,"Project U.F.O.","Project U.F.O.",https://www.imdb.com/title/tt0077065/,TV Series,7.1,60,1978,"Sci-Fi",475,1978-02-19,,,
216,tt0086818,2020-09-03,2020-09-03,,"The Tripods","The Tripods",https://www.imdb.com/title/tt0086818/,TV Series,7.4,30,1984,"Adventure, Drama, Sci-Fi",1617,1984-09-15,,,
217,tt0061265,2020-09-03,2020-09-03,,"The Invaders","The Invaders",https://www.imdb.com/title/tt0061265/,TV Series,8.0,51,1967,"Drama, Sci-Fi, Thriller",3565,1967-01-10,,,
218,tt0142032,2020-09-03,2020-09-03,,"Dune","Dune",https://www.imdb.com/title/tt0142032/,TV Mini Series,6.9,265,2000,"Adventure, Drama, Sci-Fi",25413,2000-12-03,,,
219,tt1641349,2020-09-03,2020-09-03,,"Terra Nova","Terra Nova",https://www.imdb.com/title/tt1641349/,TV Series,6.7,46,2011,"Adventure, Drama, Mystery, Sci-Fi",86923,2011-09-26,,,
220,tt0055673,2020-09-03,2020-09-03,,"Fireball XL5","Fireball XL5",https://www.imdb.com/title/tt0055673/,TV Series,7.2,30,1962,"Animation, Action, Drama, Family, Horror, Sci-Fi, Thriller, War",749,1963-10-05,,,
221,tt1462059,2020-09-03,2020-09-03,,"Falling Skies","Falling Skies",https://www.imdb.com/title/tt1462059/,TV Series,7.1,42,2011,"Action, Adventure, Drama, Sci-Fi, Thriller",93987,2011-06-19,,,
222,tt0085106,2020-09-03,2020-09-03,,"V","V",https://www.imdb.com/title/tt0085106/,TV Mini Series,7.8,99,1983,"Action, Adventure, Sci-Fi",17702,1983-05-01,,,
223,tt0127989,2020-09-03,2020-09-03,,"Ark II","Ark II",https://www.imdb.com/title/tt0127989/,TV Series,6.8,25,1976,"Adventure, Family, Sci-Fi",538,1976-09-11,,,
224,tt0076987,2020-09-03,2020-09-03,,"Blake's 7","Blake's 7",https://www.imdb.com/title/tt0076987/,TV Series,8.0,50,1978,"Adventure, Drama, Sci-Fi",4646,1978-01-02,,,
225,tt5079788,2020-09-03,2020-09-03,,"Class","Class",https://www.imdb.com/title/tt5079788/,TV Series,6.8,45,2016,"Drama, Sci-Fi",4574,2017-04-15,,,
226,tt0088595,2020-09-03,2020-09-03,,"Robotech","Robotech",https://www.imdb.com/title/tt0088595/,TV Series,8.5,30,1985,"Animation, Action, Adventure, Sci-Fi",4110,1985-03-04,,,
227,tt2261227,2020-09-03,2020-09-03,,"Altered Carbon","Altered Carbon",https://www.imdb.com/title/tt2261227/,TV Series,7.9,60,2018,"Action, Adventure, Drama, Sci-Fi",193123,2018-02-02,,,
228,tt0073000,2020-09-04,2020-09-04,,"The Pinchcliffe Grand Prix","Flåklypa Grand Prix",https://www.imdb.com/title/tt0073000/,Movie,8.4,88,1975,"Animation, Comedy, Family, Sport",14532,1981-07-31,"Ivo Caprino",,
229,tt0083946,2020-09-05,2020-09-05,,"Fitzcarraldo","Fitzcarraldo",https://www.imdb.com/title/tt0083946/,Movie,8.0,158,1982,"Adventure, Drama",39751,1982-10-10,"Werner Herzog",,
230,tt0099173,2020-09-07,2020-09-07,,"Brain Dead","Brain Dead",https://www.imdb.com/title/tt0099173/,Movie,5.9,85,1990,"Horror, Mystery, Sci-Fi, Thriller",5797,1990-01-19,"Adam Simon",,
231,tt0157262,2020-09-07,2020-09-07,,"2001: A Space Travesty","2001: A Space Travesty",https://www.imdb.com/title/tt0157262/,Movie,3.5,99,2000,"Comedy, Sci-Fi",13100,2001-09-07,"Allan A. Goldstein",6,2020-09-07
232,tt0045464,2020-09-08,2020-09-08,,"The 5,000 Fingers of Dr. T.","The 5,000 Fingers of Dr. T.",https://www.imdb.com/title/tt0045464/,Movie,6.7,89,1953,"Family, Fantasy, Music, Romance",4594,1953-07-01,"Roy Rowland",,
233,tt1675192,2020-09-08,2020-09-08,,"Take Shelter","Take Shelter",https://www.imdb.com/title/tt1675192/,Movie,7.3,120,2011,"Drama, Thriller",110801,2011-11-10,"Jeff Nichols",,
234,tt0055428,2020-09-08,2020-09-08,,"Sekai daisensô","Sekai daisensô",https://www.imdb.com/title/tt0055428/,Movie,6.2,110,1961,"Drama, Sci-Fi",268,1967-01-08,"Shûe Matsubayashi",,
235,tt3387648,2020-09-12,2020-09-12,,"The Taking of Deborah Logan","The Taking",https://www.imdb.com/title/tt3387648/,Movie,6.0,90,2014,"Horror, Mystery, Thriller",43228,2014-10-21,"Adam Robitel",,
